project_id,category,location,project_cost,planned_duration_months,planned_progress,actual_progress,progress_deviation,expenditure_percentage,cost_progress_ratio,resource_availability,material_availability,workforce_availability,contractor_performance,delay_days,milestone_completion_rate,change_requests,weather_impact,previous_delay_count,risk_history,risk_level,predicted_delay_months,predicted_cost_overrun_percentage
PRJ-5698,Highway,Kerala,1095.03,45,60.1,55.2,4.9,57.1,1.034,79.4,81.3,80.6,75.9,33,92.0,0,4.4,1,2.8,MEDIUM,2.3,7.4
PRJ-5699,Bridge,Odisha,1146.03,36,90.7,83.6,7.1,90.2,1.079,77.0,71.2,82.0,83.3,33,90.8,3,4.1,0,4.6,MEDIUM,2.4,6.6
PRJ-5700,Power Infrastructure,Bihar,3196.62,34,48.5,20.4,28.1,27.2,1.333,39.4,30.9,40.2,53.9,128,45.6,8,6.5,2,7.7,CRITICAL,9.6,37.9
PRJ-5701,Power Infrastructure,Kerala,2233.67,41,67.9,65.6,2.3,68.2,1.04,88.6,88.2,90.7,96.8,4,93.7,0,3.7,0,2.1,LOW,0.3,1.9
PRJ-5702,Power Infrastructure,Uttarakhand,2192.66,37,40.0,37.0,3.0,39.0,1.054,78.2,84.1,76.5,72.3,31,92.6,1,2.7,0,2.9,MEDIUM,2.5,7.5
PRJ-5703,Airport,Madhya Pradesh,2345.1,55,25.4,13.5,11.9,15.7,1.163,55.3,58.6,63.4,65.5,80,60.5,4,6.2,2,5.2,HIGH,6.9,15.2
PRJ-5704,Water Supply,Uttarakhand,286.81,28,48.8,44.3,4.5,46.2,1.043,83.6,75.4,72.1,83.7,30,89.5,0,3.7,0,4.8,MEDIUM,2.5,7.7
PRJ-5705,Bridge,Telangana,490.93,24,37.2,17.2,20.0,21.9,1.273,45.9,45.1,47.4,42.4,166,49.7,6,5.4,2,8.7,CRITICAL,14.0,29.0
PRJ-5706,Railway,Telangana,6467.64,32,52.7,50.4,2.3,52.3,1.038,85.8,78.9,85.7,75.8,20,92.6,3,4.1,1,4.5,MEDIUM,2.8,8.0
PRJ-5707,Water Supply,Andhra Pradesh,318.51,22,69.2,69.2,0.0,68.1,0.984,88.5,92.2,93.3,90.5,6,100.0,0,1.8,0,1.7,LOW,0.2,1.0
PRJ-5708,Railway,Tamil Nadu,1234.77,51,42.4,36.3,6.1,38.3,1.055,84.2,84.4,75.3,78.0,34,84.4,2,3.2,0,4.5,MEDIUM,2.7,7.6
PRJ-5709,Railway,Rajasthan,11127.19,50,37.4,32.7,4.7,35.0,1.07,76.1,74.3,77.6,76.5,27,93.4,2,1.5,1,4.4,MEDIUM,3.0,5.7
PRJ-5710,Railway,Bihar,2598.07,46,91.5,84.1,7.4,87.5,1.04,85.9,78.9,83.5,73.0,28,88.6,3,4.4,1,3.8,MEDIUM,2.4,5.5
PRJ-5711,Highway,Tamil Nadu,1255.23,46,75.4,75.4,0.0,81.9,1.086,90.8,88.2,97.8,97.7,0,100.0,0,1.4,0,1.1,LOW,0.2,1.4
PRJ-5712,Airport,Himachal Pradesh,1810.29,41,50.6,46.0,4.6,50.1,1.089,73.5,84.1,81.6,75.2,37,91.8,1,4.0,1,3.7,MEDIUM,2.5,8.0
PRJ-5713,Power Infrastructure,Maharashtra,1139.01,43,85.4,75.0,10.4,85.7,1.143,78.3,71.9,73.8,77.2,20,91.2,3,3.5,1,4.7,MEDIUM,3.5,7.5
PRJ-5714,Water Supply,Uttarakhand,512.74,34,61.5,38.8,22.7,49.3,1.271,53.3,48.7,45.6,41.8,161,57.5,5,7.1,5,7.9,CRITICAL,11.1,26.6
PRJ-5715,Metro,Jammu & Kashmir,11553.14,36,32.4,32.4,0.0,33.3,1.028,94.4,98.7,88.9,90.1,4,100.0,0,2.0,0,0.8,LOW,0.1,2.4
PRJ-5716,Power Infrastructure,Uttarakhand,1576.52,36,53.5,20.0,33.5,25.0,1.25,49.0,46.5,44.9,34.7,114,32.7,1,9.6,5,8.0,CRITICAL,15.0,23.1
PRJ-5717,Urban Development,Gujarat,342.77,26,70.5,69.3,1.2,68.4,0.987,98.2,88.1,99.1,97.2,0,100.0,0,1.1,0,1.7,LOW,0.2,0.7
PRJ-5718,Water Supply,Maharashtra,1137.92,28,53.8,53.4,0.4,53.7,1.006,95.5,86.9,91.0,87.2,0,98.3,0,2.3,0,1.8,LOW,0.2,1.1
PRJ-5719,Bridge,Maharashtra,2703.73,46,40.0,28.6,11.4,31.7,1.108,56.9,68.3,64.4,58.1,59,67.3,2,3.9,1,6.5,HIGH,5.5,14.0
PRJ-5720,Water Supply,Himachal Pradesh,1436.36,37,69.9,40.3,29.6,49.5,1.228,39.5,47.6,44.3,42.4,201,57.4,2,10.0,3,8.0,CRITICAL,11.9,22.0
PRJ-5721,Irrigation,Rajasthan,1181.15,34,29.1,2.6,26.5,5.0,1.923,35.3,30.4,47.4,44.6,121,15.0,7,7.9,2,8.8,CRITICAL,13.5,28.3
PRJ-5722,Urban Development,Uttar Pradesh,639.94,26,49.5,48.8,0.7,48.3,0.99,96.5,92.9,95.3,87.7,0,98.5,1,0.2,0,1.3,LOW,0.1,2.4
PRJ-5723,Power Infrastructure,Bihar,1806.22,39,66.9,35.3,31.6,45.9,1.3,41.9,47.6,47.8,42.9,223,51.3,4,5.4,3,8.4,CRITICAL,11.8,21.4
PRJ-5724,Urban Development,Rajasthan,1411.74,31,20.0,20.0,0.0,20.7,1.035,96.7,93.8,89.2,97.0,2,100.0,0,2.0,0,0.8,LOW,0.2,2.0
PRJ-5725,Metro,Tamil Nadu,12512.07,64,80.5,75.8,4.7,82.5,1.088,76.1,78.4,80.6,77.0,34,96.5,4,2.2,0,3.6,MEDIUM,1.6,5.3
PRJ-5726,Irrigation,Karnataka,601.27,35,90.0,88.4,1.6,95.7,1.083,89.1,92.9,98.5,95.1,2,100.0,3,2.2,0,0.5,LOW,0.3,1.1
PRJ-5727,Urban Development,Kerala,687.52,16,58.8,57.8,1.0,58.7,1.016,89.1,88.5,94.3,95.3,4,93.4,1,3.5,0,1.0,LOW,0.4,1.2
PRJ-5728,Highway,Odisha,1210.73,44,57.9,37.9,20.0,45.5,1.201,57.8,53.5,59.6,57.7,72,69.1,1,5.4,2,5.6,HIGH,4.4,16.9
PRJ-5729,Power Infrastructure,Assam,1155.7,41,45.9,16.3,29.6,20.9,1.282,52.3,44.4,51.4,33.6,105,31.1,4,9.2,5,7.8,CRITICAL,10.3,30.7
PRJ-5730,Metro,Kerala,2026.52,34,24.5,19.8,4.7,20.6,1.04,80.3,78.2,77.0,72.9,35,79.1,1,3.7,1,3.9,MEDIUM,2.5,7.5
PRJ-5731,Railway,Andhra Pradesh,7037.99,63,52.5,46.6,5.9,50.4,1.082,85.6,84.6,86.3,82.8,29,94.2,2,3.0,1,3.4,MEDIUM,1.5,6.4
PRJ-5732,Bridge,Himachal Pradesh,644.05,47,20.2,15.9,4.3,17.2,1.082,77.0,76.9,78.6,76.5,35,78.0,3,4.5,0,2.7,MEDIUM,2.4,9.2
PRJ-5733,Railway,Telangana,13010.46,67,61.8,26.9,34.9,36.6,1.361,51.7,42.3,38.9,48.8,177,42.3,5,8.7,5,9.3,CRITICAL,7.2,32.8
PRJ-5734,Airport,Jammu & Kashmir,4600.89,43,28.1,10.1,18.0,11.4,1.129,53.1,37.6,48.4,44.0,223,37.1,3,6.3,5,8.4,CRITICAL,9.6,28.1
PRJ-5735,Airport,Madhya Pradesh,2797.62,24,66.6,66.6,0.0,61.7,0.926,89.9,90.3,94.5,92.9,4,97.0,0,0.9,0,1.5,LOW,0.0,1.4
PRJ-5736,Bridge,Maharashtra,3867.75,27,25.3,2.5,22.8,5.0,2.0,67.1,62.0,54.5,68.8,53,15.0,2,3.3,3,5.5,HIGH,6.1,13.8
PRJ-5737,Water Supply,West Bengal,746.09,12,76.4,76.4,0.0,76.0,0.995,89.4,86.6,91.3,98.0,2,100.0,0,1.8,0,1.3,LOW,0.4,2.4
PRJ-5738,Airport,Uttarakhand,7067.11,43,53.9,28.7,25.2,34.6,1.206,36.5,33.5,35.5,37.8,170,54.4,2,8.3,5,7.5,CRITICAL,8.8,32.4
PRJ-5739,Highway,Delhi NCR,1870.85,28,67.2,67.0,0.2,69.1,1.031,88.4,92.3,92.3,94.6,1,99.9,0,0.2,0,0.8,LOW,0.0,1.5
PRJ-5740,Power Infrastructure,Uttar Pradesh,2112.26,23,89.6,85.2,4.4,87.0,1.021,73.7,77.0,75.7,83.8,31,92.9,0,3.5,0,3.4,MEDIUM,1.4,7.3
PRJ-5741,Irrigation,Maharashtra,2586.81,34,41.1,34.3,6.8,36.8,1.073,81.9,76.1,78.6,71.4,26,82.2,2,3.0,1,4.8,MEDIUM,3.1,5.8
PRJ-5742,Power Infrastructure,Andhra Pradesh,3687.02,36,48.4,46.9,1.5,46.6,0.994,82.9,77.7,76.8,70.6,33,100.0,0,4.0,1,3.9,MEDIUM,2.6,5.7
PRJ-5743,Airport,Kerala,1588.64,59,89.3,76.5,12.8,89.1,1.165,68.2,57.0,67.9,60.6,64,84.0,4,4.5,1,5.5,HIGH,5.3,12.3
PRJ-5744,Railway,Maharashtra,1372.48,57,26.0,18.0,8.0,20.2,1.122,62.3,53.1,59.6,55.8,56,68.2,4,6.5,2,7.1,HIGH,6.5,13.8
PRJ-5745,Irrigation,Bihar,1547.4,20,52.0,39.6,12.4,47.3,1.194,63.8,58.1,63.5,61.7,92,75.9,4,5.0,1,7.1,HIGH,5.0,11.7
PRJ-5746,Water Supply,Kerala,815.83,25,56.7,55.1,1.6,58.7,1.065,91.6,88.4,96.2,89.8,0,99.2,0,2.8,0,1.8,LOW,0.0,0.6
PRJ-5747,Highway,Gujarat,853.58,25,87.6,57.5,30.1,74.6,1.297,52.8,34.6,52.7,50.8,155,68.3,5,5.5,3,9.3,CRITICAL,11.4,17.6
PRJ-5748,Water Supply,Jammu & Kashmir,219.76,22,76.9,76.7,0.2,74.6,0.973,98.0,86.2,94.5,92.7,3,98.5,0,4.0,0,1.3,LOW,0.4,0.0
PRJ-5749,Bridge,Tamil Nadu,641.17,44,32.2,19.0,13.2,22.1,1.163,65.0,65.3,61.8,66.7,75,58.3,5,6.5,1,6.6,HIGH,4.4,15.3
PRJ-5750,Urban Development,Uttarakhand,274.29,32,64.1,60.2,3.9,67.3,1.118,81.8,83.8,74.8,72.2,32,92.0,3,3.1,1,3.2,MEDIUM,1.8,5.8
PRJ-5751,Metro,Odisha,11397.12,38,55.1,55.1,0.0,56.6,1.027,88.2,96.7,88.9,89.0,1,99.1,0,2.0,0,2.0,LOW,0.2,1.2
PRJ-5752,Railway,Jammu & Kashmir,1439.54,40,36.8,20.3,16.5,23.0,1.133,68.0,58.1,55.8,62.8,45,52.1,3,6.6,3,6.5,HIGH,3.5,11.9
PRJ-5753,Highway,Karnataka,2402.34,31,60.5,59.0,1.5,59.2,1.003,95.4,97.6,89.3,89.6,4,99.6,0,0.4,0,0.7,LOW,0.3,0.3
PRJ-5754,Airport,Rajasthan,6596.86,67,65.0,65.0,0.0,65.3,1.005,95.1,90.0,91.0,87.1,5,96.5,0,1.7,0,2.0,LOW,0.3,0.0
PRJ-5755,Power Infrastructure,Assam,2202.94,55,33.4,33.4,0.0,34.4,1.03,88.0,89.0,98.4,85.6,6,100.0,1,2.8,0,2.2,LOW,0.3,0.9
PRJ-5756,Irrigation,Telangana,722.89,32,67.0,34.3,32.7,45.4,1.324,39.7,46.1,51.6,51.8,177,49.9,6,7.0,3,7.3,CRITICAL,14.6,29.8
PRJ-5757,Irrigation,Odisha,275.22,29,67.7,63.9,3.8,70.2,1.099,74.0,70.6,79.8,78.4,21,90.1,3,2.2,0,3.9,MEDIUM,2.6,7.8
PRJ-5758,Metro,Himachal Pradesh,9267.81,64,73.0,42.5,30.5,59.4,1.398,47.9,40.8,52.0,37.3,175,53.2,12,10.0,5,8.8,CRITICAL,10.0,31.4
PRJ-5759,Airport,Gujarat,1902.03,47,79.0,74.1,4.9,79.0,1.066,72.9,82.4,81.3,73.3,14,94.0,2,1.8,0,4.5,MEDIUM,3.1,6.2
PRJ-5760,Power Infrastructure,Delhi NCR,1590.75,25,37.6,21.4,16.2,25.3,1.182,63.3,58.0,60.7,59.3,106,58.0,2,5.6,1,6.5,HIGH,3.7,16.6
PRJ-5761,Metro,Karnataka,9572.13,50,84.6,84.3,0.3,85.4,1.013,97.3,93.3,94.2,88.5,0,99.5,1,0.5,0,0.9,LOW,0.4,1.2
PRJ-5762,Irrigation,Odisha,1904.26,17,78.1,60.6,17.5,76.4,1.261,69.5,66.9,66.2,61.9,85,77.7,5,6.2,2,6.2,HIGH,6.5,15.2
PRJ-5763,Highway,Kerala,682.5,30,44.6,38.5,6.1,41.4,1.075,73.2,73.6,74.3,79.3,47,83.6,1,2.5,0,4.5,MEDIUM,2.8,6.0
PRJ-5764,Bridge,Gujarat,788.96,29,77.7,55.0,22.7,66.6,1.211,59.3,55.7,69.1,66.6,63,70.1,1,5.5,3,5.1,HIGH,6.2,16.6
PRJ-5765,Bridge,Telangana,906.36,23,38.8,8.4,30.4,10.8,1.286,50.2,36.2,38.6,50.8,156,24.8,6,8.6,2,9.1,CRITICAL,8.8,25.8
PRJ-5766,Highway,Karnataka,2702.23,19,32.4,18.1,14.3,20.3,1.122,58.6,68.0,61.1,61.3,71,58.5,5,3.7,1,5.4,HIGH,5.8,16.5
PRJ-5767,Water Supply,Odisha,1735.24,25,46.3,31.6,14.7,39.6,1.253,70.2,67.0,60.1,62.2,76,74.4,5,6.0,2,6.3,HIGH,5.1,13.9
PRJ-5768,Irrigation,Uttar Pradesh,442.65,21,43.3,28.4,14.9,33.2,1.169,62.8,54.8,64.1,66.0,121,62.1,3,3.5,3,7.1,HIGH,7.4,16.0
PRJ-5769,Metro,West Bengal,1328.6,56,33.7,3.3,30.4,5.0,1.515,39.6,41.0,42.8,33.7,194,15.0,7,6.0,5,8.1,CRITICAL,8.5,26.9
PRJ-5770,Power Infrastructure,Madhya Pradesh,1490.43,26,30.8,21.4,9.4,25.2,1.178,59.3,52.3,62.7,62.6,95,66.6,4,6.1,3,5.2,HIGH,5.6,13.1
PRJ-5771,Railway,Odisha,2284.11,41,21.3,19.0,2.3,19.6,1.032,73.9,72.8,80.5,83.5,37,90.3,0,2.4,0,2.6,MEDIUM,3.0,7.5
PRJ-5772,Power Infrastructure,Himachal Pradesh,5202.28,49,28.0,26.5,1.5,27.3,1.03,81.4,82.6,81.7,79.3,33,95.6,1,2.9,1,3.0,MEDIUM,3.5,4.4
PRJ-5773,Power Infrastructure,Karnataka,2641.0,48,86.1,75.9,10.2,84.1,1.108,68.6,62.2,54.4,56.0,80,87.2,3,6.1,1,6.0,HIGH,5.2,15.5
PRJ-5774,Irrigation,Assam,401.77,26,71.6,65.8,5.8,71.0,1.079,76.2,74.4,78.3,72.2,35,92.2,3,5.3,0,3.2,MEDIUM,3.5,9.9
PRJ-5775,Urban Development,Assam,1459.53,13,89.1,86.3,2.8,87.9,1.019,73.9,81.1,82.1,81.1,32,98.3,0,4.4,1,3.3,MEDIUM,2.3,4.8
PRJ-5776,Metro,Gujarat,2663.97,89,82.4,74.1,8.3,80.8,1.09,82.9,81.8,85.7,82.2,35,93.7,3,3.2,1,4.7,MEDIUM,2.3,4.3
PRJ-5777,Railway,Maharashtra,1582.58,60,27.2,21.3,5.9,22.7,1.066,75.3,73.9,84.3,70.4,25,81.2,1,3.8,1,4.5,MEDIUM,1.7,5.4
PRJ-5778,Metro,Karnataka,2485.59,37,44.1,39.8,4.3,45.5,1.143,72.1,76.0,74.5,79.6,40,91.7,3,3.7,0,4.2,MEDIUM,1.4,6.6
PRJ-5779,Irrigation,Uttarakhand,390.09,28,75.4,57.8,17.6,69.6,1.204,63.5,52.9,55.4,68.6,121,72.9,5,5.8,2,6.5,HIGH,5.6,18.3
PRJ-5780,Highway,Rajasthan,2802.39,42,88.5,72.4,16.1,87.4,1.207,59.7,64.6,69.8,59.0,54,85.1,3,4.7,1,5.7,HIGH,6.0,10.9
PRJ-5781,Highway,Andhra Pradesh,2077.28,45,38.7,12.3,26.4,15.4,1.252,53.1,36.5,37.5,45.5,142,32.6,5,8.2,5,8.6,CRITICAL,10.6,34.7
PRJ-5782,Water Supply,Maharashtra,669.43,19,43.6,40.6,3.0,41.6,1.025,75.4,74.4,76.9,84.0,38,89.6,1,2.2,1,4.2,MEDIUM,3.7,6.4
PRJ-5783,Water Supply,Jammu & Kashmir,915.36,16,88.8,88.8,0.0,89.9,1.012,95.1,94.7,90.1,93.3,5,100.0,0,2.3,0,0.6,LOW,0.3,0.0
PRJ-5784,Airport,Telangana,3607.93,57,91.6,73.4,18.2,84.2,1.147,70.4,56.9,68.3,58.5,92,71.5,3,5.0,3,5.4,HIGH,6.0,10.3
PRJ-5785,Power Infrastructure,Tamil Nadu,561.46,32,57.2,38.6,18.6,44.6,1.155,58.0,62.7,67.3,68.3,67,66.0,2,4.7,1,5.3,HIGH,6.8,17.3
PRJ-5786,Water Supply,Rajasthan,217.86,13,88.9,88.9,0.0,95.0,1.069,93.9,94.3,98.4,94.9,4,100.0,0,1.1,0,1.9,LOW,0.0,1.0
PRJ-5787,Metro,Uttarakhand,4301.42,34,34.5,17.0,17.5,20.2,1.188,62.2,53.6,60.8,62.7,82,46.4,1,7.2,1,5.3,HIGH,5.5,17.5
PRJ-5788,Metro,Rajasthan,3565.88,46,79.3,77.9,1.4,75.0,0.963,97.7,88.4,96.5,86.5,2,97.7,0,0.4,0,1.0,LOW,0.3,1.9
PRJ-5789,Airport,Gujarat,3883.09,55,29.8,28.3,1.5,28.8,1.018,72.7,81.9,84.6,83.9,32,97.4,3,1.6,1,4.1,MEDIUM,1.9,5.0
PRJ-5790,Airport,Rajasthan,2566.77,54,29.9,22.3,7.6,24.2,1.085,80.8,70.8,84.3,72.8,21,78.0,1,3.3,0,3.9,MEDIUM,2.2,4.8
PRJ-5791,Water Supply,West Bengal,609.61,36,20.5,17.5,3.0,18.7,1.069,74.1,82.8,74.8,83.3,43,81.4,3,2.8,1,2.7,MEDIUM,2.7,7.3
PRJ-5792,Power Infrastructure,Gujarat,492.13,21,32.2,9.0,23.2,12.2,1.356,53.3,43.8,39.6,32.5,178,33.3,7,5.4,4,9.0,CRITICAL,7.4,36.4
PRJ-5793,Urban Development,Bihar,1733.44,20,46.4,28.6,17.8,36.8,1.287,56.1,55.2,66.4,68.9,101,62.9,7,3.8,1,6.2,HIGH,4.2,15.3
PRJ-5794,Bridge,Karnataka,2734.57,31,64.6,52.4,12.2,60.9,1.162,64.2,55.6,65.8,67.2,87,80.4,2,3.1,2,5.6,HIGH,4.8,14.8
PRJ-5795,Bridge,Gujarat,859.82,45,37.8,20.3,17.5,23.6,1.163,62.2,55.7,69.7,57.3,95,56.0,4,6.1,2,6.9,HIGH,6.3,12.8
PRJ-5796,Metro,Assam,7570.46,49,58.9,57.9,1.0,59.6,1.029,95.5,98.2,98.1,88.5,6,100.0,0,2.4,0,1.0,LOW,0.3,2.0
PRJ-5797,Highway,Madhya Pradesh,1045.19,28,86.9,51.0,35.9,67.8,1.329,52.7,45.0,50.8,49.3,178,62.9,3,9.0,2,9.0,CRITICAL,11.5,27.6
PRJ-5798,Bridge,Karnataka,1603.93,39,23.2,13.6,9.6,15.0,1.103,67.7,67.1,61.3,61.1,84,54.8,2,7.0,2,7.2,HIGH,5.5,11.3
PRJ-5799,Water Supply,Maharashtra,250.72,38,20.6,20.6,0.0,19.9,0.966,88.8,98.7,90.4,91.6,1,97.9,0,2.3,0,1.4,LOW,0.2,0.0
PRJ-5800,Bridge,Tamil Nadu,1391.82,34,72.4,53.8,18.6,62.6,1.164,65.6,65.2,54.8,60.2,70,72.7,1,3.8,3,6.7,HIGH,4.4,16.0
PRJ-5801,Highway,Assam,4644.57,34,48.2,34.2,14.0,40.8,1.193,56.8,57.1,54.3,60.7,87,69.5,5,5.1,2,6.0,HIGH,6.4,20.1
PRJ-5802,Water Supply,Uttarakhand,702.9,20,51.0,41.2,9.8,45.0,1.092,75.1,73.4,74.0,76.4,28,80.7,1,4.7,0,3.2,MEDIUM,1.8,8.2
PRJ-5803,Airport,Rajasthan,3116.57,40,46.7,13.1,33.6,17.4,1.328,39.9,48.5,47.6,43.9,210,27.2,3,7.9,2,9.1,CRITICAL,14.1,25.8
PRJ-5804,Bridge,Andhra Pradesh,2024.02,34,45.2,41.4,3.8,44.1,1.065,83.3,76.0,82.9,72.1,37,93.6,1,4.1,0,3.5,MEDIUM,3.2,7.3
PRJ-5805,Water Supply,Jammu & Kashmir,1125.16,22,42.8,5.8,37.0,8.1,1.397,53.7,45.1,46.6,47.3,143,15.0,5,8.5,3,8.8,CRITICAL,8.0,37.0
PRJ-5806,Highway,Uttarakhand,3653.5,42,38.1,22.0,16.1,27.0,1.227,66.3,60.1,56.4,56.2,108,57.2,5,6.4,1,7.2,HIGH,3.9,16.3
PRJ-5807,Water Supply,Uttar Pradesh,544.78,39,90.1,76.4,13.7,88.9,1.164,69.2,55.4,56.6,68.7,82,86.3,2,6.3,3,6.2,HIGH,5.2,10.5
PRJ-5808,Airport,Gujarat,1599.22,36,64.8,46.8,18.0,59.6,1.274,44.0,31.7,52.8,52.4,172,71.6,8,7.7,3,7.3,CRITICAL,12.6,22.4
PRJ-5809,Airport,Kerala,6949.23,38,44.8,27.2,17.6,33.0,1.213,63.4,63.7,60.2,67.1,100,55.3,2,5.0,3,6.5,HIGH,5.3,15.4
PRJ-5810,Airport,Kerala,2922.64,76,45.4,29.5,15.9,36.0,1.22,59.1,57.1,57.5,60.7,90,66.2,5,4.0,2,6.1,HIGH,6.4,17.5
PRJ-5811,Water Supply,Rajasthan,688.42,28,49.2,49.2,0.0,47.9,0.974,95.2,89.1,95.7,95.1,2,98.0,0,1.5,0,1.1,LOW,0.0,2.8
PRJ-5812,Irrigation,Uttar Pradesh,300.51,29,81.3,79.3,2.0,88.3,1.113,79.5,71.9,73.2,84.0,27,96.1,5,2.1,0,4.8,MEDIUM,2.5,8.5
PRJ-5813,Metro,Uttar Pradesh,4530.99,44,50.3,29.2,21.1,36.0,1.233,62.1,57.0,67.0,65.4,94,56.9,2,4.7,1,5.8,HIGH,5.0,10.7
PRJ-5814,Highway,Uttar Pradesh,2026.88,54,51.5,46.2,5.3,48.6,1.052,79.1,73.0,74.5,82.7,20,94.1,2,2.4,0,3.6,MEDIUM,2.4,7.3
PRJ-5815,Irrigation,West Bengal,3684.81,22,60.1,52.1,8.0,55.2,1.06,81.1,84.6,83.0,77.8,28,89.0,0,3.6,0,2.5,MEDIUM,2.4,8.5
PRJ-5816,Airport,Jammu & Kashmir,3198.43,68,75.2,75.2,0.0,73.0,0.971,92.8,91.1,92.0,92.8,6,100.0,0,2.5,0,1.6,LOW,0.1,1.0
PRJ-5817,Airport,Gujarat,5373.86,51,73.6,73.3,0.3,72.5,0.989,89.7,93.1,91.2,97.7,7,96.6,0,0.7,0,1.1,LOW,0.2,1.1
PRJ-5818,Water Supply,Bihar,1016.78,13,35.1,11.5,23.6,13.9,1.209,55.2,67.0,64.8,60.6,82,32.6,3,5.6,3,6.9,HIGH,8.0,11.4
PRJ-5819,Airport,Jammu & Kashmir,2981.95,40,34.1,20.1,14.0,21.9,1.09,60.5,66.1,66.2,67.2,99,62.1,1,8.0,1,5.4,HIGH,6.6,17.5
PRJ-5820,Irrigation,Andhra Pradesh,383.77,24,20.1,20.1,0.0,21.2,1.055,93.6,98.1,90.6,96.9,3,96.8,2,1.1,0,0.6,LOW,0.1,2.1
PRJ-5821,Airport,Gujarat,2488.57,79,57.2,50.6,6.6,53.4,1.055,80.8,78.6,78.7,74.8,38,91.3,2,1.7,0,2.7,MEDIUM,1.9,7.5
PRJ-5822,Railway,Maharashtra,9705.9,46,35.7,21.6,14.1,25.2,1.167,56.1,66.3,68.0,55.3,78,62.0,3,6.7,3,5.8,HIGH,8.1,9.3
PRJ-5823,Urban Development,Karnataka,783.97,28,22.2,4.0,18.2,5.0,1.25,55.7,64.9,69.6,68.4,97,21.4,2,3.1,1,6.6,HIGH,6.2,15.8
PRJ-5824,Irrigation,Kerala,1442.91,34,80.7,80.7,0.0,77.2,0.957,90.7,98.1,89.0,91.8,0,100.0,0,3.2,0,0.7,LOW,0.4,0.0
PRJ-5825,Irrigation,Uttarakhand,776.44,31,37.2,25.9,11.3,29.3,1.131,68.5,56.7,57.5,68.8,94,71.7,2,6.9,1,5.8,HIGH,3.8,13.8
PRJ-5826,Irrigation,Rajasthan,174.82,36,61.1,61.1,0.0,63.9,1.046,88.9,91.4,92.0,94.5,7,100.0,1,0.8,0,0.5,LOW,0.1,1.5
PRJ-5827,Airport,West Bengal,2501.77,43,62.8,62.8,0.0,64.1,1.021,91.7,89.0,93.4,88.9,0,97.5,1,1.3,0,1.6,LOW,0.4,1.7
PRJ-5828,Water Supply,Tamil Nadu,2053.65,21,59.3,59.2,0.1,58.1,0.981,89.2,92.4,94.6,88.6,0,99.7,0,1.9,0,1.2,LOW,0.3,0.0
PRJ-5829,Railway,Karnataka,6429.1,52,78.8,78.5,0.3,77.7,0.99,89.8,87.4,88.0,91.9,1,96.5,0,0.3,0,0.5,LOW,0.4,0.9
PRJ-5830,Railway,Uttar Pradesh,3447.66,78,40.1,33.0,7.1,34.5,1.045,82.6,73.8,72.3,82.4,34,82.0,0,3.1,1,3.5,MEDIUM,3.5,7.6
PRJ-5831,Bridge,West Bengal,5549.75,32,85.4,60.3,25.1,79.1,1.312,36.2,47.9,51.9,40.7,206,74.0,9,5.9,3,8.3,CRITICAL,9.8,27.7
PRJ-5832,Power Infrastructure,Gujarat,3378.36,37,40.8,18.8,22.0,23.6,1.255,60.2,64.6,61.3,61.0,52,43.7,3,6.7,1,5.5,HIGH,4.7,11.0
PRJ-5833,Railway,Himachal Pradesh,3269.93,40,56.6,48.6,8.0,55.7,1.146,67.3,52.0,65.9,59.0,101,86.4,3,5.4,2,7.1,HIGH,5.1,12.4
PRJ-5834,Irrigation,Telangana,1199.64,19,40.6,40.6,0.0,41.8,1.03,98.9,98.3,92.7,91.8,0,94.6,0,2.0,0,1.0,LOW,0.0,0.5
PRJ-5835,Power Infrastructure,West Bengal,508.14,41,90.6,90.6,0.0,91.8,1.013,90.8,94.9,98.7,95.5,1,100.0,1,1.6,0,1.1,LOW,0.1,1.2
PRJ-5836,Urban Development,Karnataka,2453.92,40,66.9,63.4,3.5,67.8,1.069,83.1,76.3,72.3,70.6,27,94.7,3,4.0,0,2.9,MEDIUM,1.8,9.2
PRJ-5837,Highway,Karnataka,3830.0,31,77.0,73.9,3.1,74.4,1.007,90.8,93.5,89.3,85.8,7,96.1,0,0.8,0,2.1,LOW,0.1,1.5
PRJ-5838,Bridge,Odisha,1735.0,28,43.8,21.0,22.8,24.6,1.171,62.3,53.7,64.1,61.4,63,46.6,3,3.4,3,6.3,HIGH,7.9,15.4
PRJ-5839,Urban Development,Madhya Pradesh,538.71,33,23.7,20.8,2.9,21.6,1.038,88.2,96.4,88.1,90.0,2,89.5,1,0.7,0,1.4,LOW,0.1,1.2
PRJ-5840,Urban Development,Kerala,340.84,23,37.9,26.3,11.6,29.0,1.103,69.2,55.5,58.2,60.0,80,69.8,2,8.1,3,7.1,HIGH,7.3,16.4
PRJ-5841,Irrigation,Delhi NCR,415.64,24,58.0,56.8,1.2,59.7,1.051,92.5,86.6,89.8,87.3,2,98.4,1,2.1,0,1.0,LOW,0.4,1.5
PRJ-5842,Railway,Odisha,3941.02,55,38.9,18.7,20.2,23.0,1.23,37.4,43.2,43.1,32.1,149,51.5,6,8.6,5,7.6,CRITICAL,10.2,26.8
